StoreID,SKU,month,Demand
Store-007,SH001,November,42
Store-007,SH001,December,67
Store-008,SH001,January,46
Store-008,SH001,February,46
Store-008,SH001,March,49
Store-008,SH001,April,40
Store-008,SH001,May,38
Store-008,SH001,June,50
Store-008,SH001,July,37
Store-008,SH001,August,38
Store-008,SH001,September,33
Store-008,SH001,October,42
Store-008,SH001,November,40
Store-008,SH001,December,41
Store-009,SH001,January,69
Store-009,SH001,February,66
Store-009,SH001,March,79
Store-009,SH001,April,64
Store-009,SH001,May,60
Store-009,SH001,June,85
Store-009,SH001,July,67
Store-009,SH001,August,70
Store-009,SH001,September,52
Store-009,SH001,October,49
Store-009,SH001,November,61
Store-009,SH001,December,97
Store-010,SH001,January,22
Store-010,SH001,February,22
Store-010,SH001,March,29
Store-010,SH001,April,17
Store-010,SH001,May,19
Store-010,SH001,June,26
Store-010,SH001,July,18
Store-010,SH001,August,19
Store-010,SH001,September,20
Store-010,SH001,October,20
Store-010,SH001,November,18
Store-010,SH001,December,26
Store-011,SH001,January,85
Store-011,SH001,February,110
Store-011,SH001,March,108
Store-011,SH001,April,96
Store-011,SH001,May,86
Store-011,SH001,June,93
Store-011,SH001,July,74
Store-011,SH001,August,101
Store-011,SH001,September,91
Store-011,SH001,October,69
Store-011,SH001,November,92
Store-011,SH001,December,121
Store-012,SH001,January,115
Store-012,SH001,February,97
Store-012,SH001,March,101
Store-012,SH001,April,68
Store-012,SH001,May,62
Store-012,SH001,June,120
Store-012,SH001,July,82
Store-012,SH001,August,74
Store-012,SH001,September,92
Store-012,SH001,October,73
Store-012,SH001,November,93
Store-012,SH001,December,132
Store-013,SH001,January,76
Store-013,SH001,February,64
Store-013,SH001,March,78
Store-013,SH001,April,60
Store-013,SH001,May,57
Store-013,SH001,June,51
Store-013,SH001,July,52
Store-013,SH001,August,53
Store-013,SH001,September,47
Store-013,SH001,October,48
Store-013,SH001,November,58
Store-013,SH001,December,85
Store-014,SH001,January,15
Store-014,SH001,February,21
Store-014,SH001,March,24
Store-014,SH001,April,13
Store-014,SH001,May,15
Store-014,SH001,June,18
Store-014,SH001,July,15
Store-014,SH001,August,20
Store-014,SH001,September,15
Store-014,SH001,October,14
Store-014,SH001,November,17
Store-014,SH001,December,17
Store-015,SH001,January,63
Store-015,SH001,February,89
Store-015,SH001,March,77
Store-015,SH001,April,55
Store-015,SH001,May,58
Store-015,SH001,June,76
Store-015,SH001,July,58
Store-015,SH001,August,76
Store-015,SH001,September,59
Store-015,SH001,October,65
Store-015,SH001,November,69
Store-015,SH001,December,84
Store-016,SH001,January,87
Store-016,SH001,February,102
Store-016,SH001,March,94
Store-016,SH001,April,90
Store-016,SH001,May,73
Store-016,SH001,June,123
Store-016,SH001,July,93
Store-016,SH001,August,115
Store-016,SH001,September,82
Store-016,SH001,October,92
Store-016,SH001,November,99
Store-016,SH001,December,98
Store-017,SH001,January,27
Store-017,SH001,February,32
Store-017,SH001,March,33
Store-017,SH001,April,21
Store-017,SH001,May,16
Store-017,SH001,June,23
Store-017,SH001,July,21
Store-017,SH001,August,26
Store-017,SH001,September,19
Store-017,SH001,October,20
Store-017,SH001,November,18
Store-017,SH001,December,34
Store-018,SH001,January,45
Store-018,SH001,February,53
Store-018,SH001,March,67
Store-018,SH001,April,36
Store-018,SH001,May,34
Store-018,SH001,June,53
Store-018,SH001,July,46
Store-018,SH001,August,46
Store-018,SH001,September,41
Store-018,SH001,October,40
Store-018,SH001,November,52
Store-018,SH001,December,62
Store-019,SH001,January,67
Store-019,SH001,February,72
Store-019,SH001,March,75
Store-019,SH001,April,57
Store-019,SH001,May,39
Store-019,SH001,June,69
Store-019,SH001,July,43
Store-019,SH001,August,51
Store-019,SH001,September,47
Store-019,SH001,October,52
Store-019,SH001,November,55
Store-019,SH001,December,59
Store-020,SH001,January,70
Store-020,SH001,February,54
Store-020,SH001,March,58
Store-020,SH001,April,59
Store-020,SH001,May,54
Store-020,SH001,June,56
Store-020,SH001,July,56
Store-020,SH001,August,58
Store-020,SH001,September,46
Store-020,SH001,October,50
Store-020,SH001,November,51
Store-020,SH001,December,65
Store-021,SH001,January,96
Store-021,SH001,February,112
Store-021,SH001,March,95
Store-021,SH001,April,67
Store-021,SH001,May,59
Store-021,SH001,June,99
Store-021,SH001,July,79
Store-021,SH001,August,72
Store-021,SH001,September,79
Store-021,SH001,October,56
Store-021,SH001,November,84
Store-021,SH001,December,100
Store-022,SH001,January,76
Store-022,SH001,February,71
Store-022,SH001,March,83
Store-022,SH001,April,67
Store-022,SH001,May,54
Store-022,SH001,June,73
Store-022,SH001,July,67
Store-022,SH001,August,75
Store-022,SH001,September,63
Store-022,SH001,October,69
Store-022,SH001,November,77
Store-022,SH001,December,74
Store-023,SH001,January,90
Store-023,SH001,February,83
Store-023,SH001,March,82
Store-023,SH001,April,56
Store-023,SH001,May,52
Store-023,SH001,June,70
Store-023,SH001,July,63
Store-023,SH001,August,57
Store-023,SH001,September,57
Store-023,SH001,October,67
Store-023,SH001,November,76
Store-023,SH001,December,97
Store-024,SH001,January,98
Store-024,SH001,February,114
Store-024,SH001,March,97
Store-024,SH001,April,96
Store-024,SH001,May,85
Store-024,SH001,June,122
Store-024,SH001,July,92
Store-024,SH001,August,95
Store-024,SH001,September,70
Store-024,SH001,October,90
Store-024,SH001,November,99
Store-024,SH001,December,140
Store-025,SH001,January,71
Store-025,SH001,February,87
Store-025,SH001,March,92
Store-025,SH001,April,60
Store-025,SH001,May,46
Store-025,SH001,June,62
Store-025,SH001,July,66
Store-025,SH001,August,81
Store-025,SH001,September,61
Store-025,SH001,October,55
Store-025,SH001,November,70
Store-025,SH001,December,78
Store-026,SH001,January,23
Store-026,SH001,February,25
Store-026,SH001,March,28
Store-026,SH001,April,17
Store-026,SH001,May,18
Store-026,SH001,June,24
Store-026,SH001,July,20
Store-026,SH001,August,20
Store-026,SH001,September,16
Store-026,SH001,October,19
Store-026,SH001,November,23
Store-026,SH001,December,30
Store-027,SH001,January,69
Store-027,SH001,February,78
Store-027,SH001,March,79
Store-027,SH001,April,52
Store-027,SH001,May,44
Store-027,SH001,June,72
Store-027,SH001,July,46
Store-027,SH001,August,59
Store-027,SH001,September,57
Store-027,SH001,October,55
Store-027,SH001,November,60
Store-027,SH001,December,64
Store-028,SH001,January,73
Store-028,SH001,February,61
Store-028,SH001,March,72
Store-028,SH001,April,56
Store-028,SH001,May,42
Store-028,SH001,June,74
Store-028,SH001,July,51
Store-028,SH001,August,63
Store-028,SH001,September,57
Store-028,SH001,October,57
Store-028,SH001,November,44
Store-028,SH001,December,61
Store-029,SH001,January,64
Store-029,SH001,February,97
Store-029,SH001,March,98
Store-029,SH001,April,58
Store-029,SH001,May,67
Store-029,SH001,June,70
Store-029,SH001,July,57
Store-029,SH001,August,62
Store-029,SH001,September,67
Store-029,SH001,October,68
Store-029,SH001,November,73
Store-029,SH001,December,104
Store-030,SH001,January,76
Store-030,SH001,February,78
Store-030,SH001,March,62
Store-030,SH001,April,60
Store-030,SH001,May,49
Store-030,SH001,June,56
Store-030,SH001,July,54
Store-030,SH001,August,53
Store-030,SH001,September,44
Store-030,SH001,October,59
Store-030,SH001,November,64
Store-030,SH001,December,61
Store-031,SH001,January,30
Store-031,SH001,February,27
Store-031,SH001,March,37
Store-031,SH001,April,24
Store-031,SH001,May,25
Store-031,SH001,June,36
Store-031,SH001,July,22
Store-031,SH001,August,27
Store-031,SH001,September,24
Store-031,SH001,October,21
Store-031,SH001,November,30
Store-031,SH001,December,40
Store-032,SH001,January,37
Store-032,SH001,February,43
Store-032,SH001,March,50
Store-032,SH001,April,35
Store-032,SH001,May,29
Store-032,SH001,June,36
Store-032,SH001,July,30
Store-032,SH001,August,40
Store-032,SH001,September,27
Store-032,SH001,October,39
Store-032,SH001,November,44
Store-032,SH001,December,56
Store-033,SH001,January,60
Store-033,SH001,February,76
Store-033,SH001,March,59
Store-033,SH001,April,49
Store-033,SH001,May,48
Store-033,SH001,June,61
Store-033,SH001,July,45
Store-033,SH001,August,49
Store-033,SH001,September,51
Store-033,SH001,October,56
Store-033,SH001,November,50
Store-033,SH001,December,63
Store-034,SH001,January,33
Store-034,SH001,February,38
Store-034,SH001,March,41
Store-034,SH001,April,34
Store-034,SH001,May,27
Store-034,SH001,June,36
Store-034,SH001,July,25
Store-034,SH001,August,35
Store-034,SH001,September,30
Store-034,SH001,October,31
Store-034,SH001,November,33
Store-034,SH001,December,40
Store-035,SH001,January,84
Store-035,SH001,February,79
Store-035,SH001,March,81
Store-035,SH001,April,77
Store-035,SH001,May,64
Store-035,SH001,June,92
Store-035,SH001,July,90
Store-035,SH001,August,81
Store-035,SH001,September,62
Store-035,SH001,October,73
Store-035,SH001,November,64
Store-035,SH001,December,90
Store-036,SH001,January,97
Store-036,SH001,February,125
Store-036,SH001,March,115
Store-036,SH001,April,88
Store-036,SH001,May,91
Store-036,SH001,June,103
Store-036,SH001,July,93
Store-036,SH001,August,81
Store-036,SH001,September,94
Store-036,SH001,October,74
Store-036,SH001,November,92
Store-036,SH001,December,100
Store-037,SH001,January,92
Store-037,SH001,February,122
Store-037,SH001,March,131
Store-037,SH001,April,86
Store-037,SH001,May,91
Store-037,SH001,June,97
Store-037,SH001,July,107
Store-037,SH001,August,91
Store-037,SH001,September,100
Store-037,SH001,October,72
Store-037,SH001,November,83
Store-037,SH001,December,126
Store-038,SH001,January,88
Store-038,SH001,February,87
Store-038,SH001,March,124
Store-038,SH001,April,93
Store-038,SH001,May,66
Store-038,SH001,June,94
Store-038,SH001,July,93
Store-038,SH001,August,87
Store-038,SH001,September,93
Store-038,SH001,October,78
Store-038,SH001,November,89
Store-038,SH001,December,126
Store-039,SH001,January,27
Store-039,SH001,February,26
Store-039,SH001,March,37
Store-039,SH001,April,22
Store-039,SH001,May,17
Store-039,SH001,June,28
Store-039,SH001,July,22
Store-039,SH001,August,24
Store-039,SH001,September,25
Store-039,SH001,October,25
Store-039,SH001,November,23
Store-039,SH001,December,34
Store-040,SH001,January,63
Store-040,SH001,February,74
Store-040,SH001,March,77
Store-040,SH001,April,65
Store-040,SH001,May,55
Store-040,SH001,June,68
Store-040,SH001,July,67
Store-040,SH001,August,60
Store-040,SH001,September,63
Store-040,SH001,October,56
Store-040,SH001,November,55
Store-040,SH001,December,78
Store-041,SH001,January,90
Store-041,SH001,February,98
Store-041,SH001,March,108
Store-041,SH001,April,84
Store-041,SH001,May,76
Store-041,SH001,June,102
Store-041,SH001,July,71
Store-041,SH001,August,70
Store-041,SH001,September,68
Store-041,SH001,October,80
Store-041,SH001,November,68
Store-041,SH001,December,99
Store-042,SH001,January,95
Store-042,SH001,February,99
Store-042,SH001,March,128
Store-042,SH001,April,95
Store-042,SH001,May,67
Store-042,SH001,June,124
Store-042,SH001,July,77
Store-042,SH001,August,112
Store-042,SH001,September,67
Store-042,SH001,October,70
Store-042,SH001,November,84
Store-042,SH001,December,136
Store-043,SH001,January,116
Store-043,SH001,February,135
Store-043,SH001,March,110
Store-043,SH001,April,89
Store-043,SH001,May,85
Store-043,SH001,June,144
Store-043,SH001,July,85
Store-043,SH001,August,93
Store-043,SH001,September,105
Store-043,SH001,October,92
Store-043,SH001,November,95
Store-043,SH001,December,144
Store-044,SH001,January,72
Store-044,SH001,February,101
Store-044,SH001,March,88
Store-044,SH001,April,59
Store-044,SH001,May,55
Store-044,SH001,June,87
Store-044,SH001,July,55
Store-044,SH001,August,80
Store-044,SH001,September,68
Store-044,SH001,October,59
Store-044,SH001,November,66
Store-044,SH001,December,78
Store-045,SH001,January,36
Store-045,SH001,February,54
Store-045,SH001,March,56
Store-045,SH001,April,37
Store-045,SH001,May,35
Store-045,SH001,June,44
Store-045,SH001,July,40
Store-045,SH001,August,45
Store-045,SH001,September,36
Store-045,SH001,October,38
Store-045,SH001,November,45
Store-045,SH001,December,44
Store-046,SH001,January,81
Store-046,SH001,February,69
Store-046,SH001,March,87
Store-046,SH001,April,76
Store-046,SH001,May,61
Store-046,SH001,June,71
Store-046,SH001,July,67
Store-046,SH001,August,62
Store-046,SH001,September,61
Store-046,SH001,October,52
Store-046,SH001,November,64
Store-046,SH001,December,95
Store-047,SH001,January,45
Store-047,SH001,February,46
Store-047,SH001,March,45
Store-047,SH001,April,36
Store-047,SH001,May,25
Store-047,SH001,June,45
Store-047,SH001,July,37
Store-047,SH001,August,42
Store-047,SH001,September,27
Store-047,SH001,October,25
Store-047,SH001,November,36
Store-047,SH001,December,37
Store-048,SH001,January,77
Store-048,SH001,February,86
Store-048,SH001,March,82
Store-048,SH001,April,80
Store-048,SH001,May,56
Store-048,SH001,June,68
Store-048,SH001,July,83
Store-048,SH001,August,83
Store-048,SH001,September,63
Store-048,SH001,October,65
Store-048,SH001,November,76
Store-048,SH001,December,96
Store-049,SH001,January,29
Store-049,SH001,February,31
Store-049,SH001,March,29
Store-049,SH001,April,20
Store-049,SH001,May,18
Store-049,SH001,June,26
Store-049,SH001,July,24
Store-049,SH001,August,25
Store-049,SH001,September,17
Store-049,SH001,October,17
Store-049,SH001,November,25
Store-049,SH001,December,23
Store-050,SH001,January,97
Store-050,SH001,February,103
Store-050,SH001,March,117
Store-050,SH001,April,91
Store-050,SH001,May,106
Store-050,SH001,June,134
Store-050,SH001,July,118
Store-050,SH001,August,132
Store-050,SH001,September,108
Store-050,SH001,October,102
Store-050,SH001,November,122
Store-050,SH001,December,114
Store-051,SH001,January,71
Store-051,SH001,February,84
Store-051,SH001,March,71
Store-051,SH001,April,58
Store-051,SH001,May,49
Store-051,SH001,June,71
Store-051,SH001,July,58
Store-051,SH001,August,54
Store-051,SH001,September,46
Store-051,SH001,October,50
Store-051,SH001,November,57
Store-051,SH001,December,76
Store-052,SH001,January,99
Store-052,SH001,February,97
Store-052,SH001,March,81
Store-052,SH001,April,70
Store-052,SH001,May,65
Store-052,SH001,June,96
Store-052,SH001,July,68
Store-052,SH001,August,73
Store-052,SH001,September,64
Store-052,SH001,October,64
Store-052,SH001,November,92
Store-052,SH001,December,103
Store-053,SH001,January,29
Store-053,SH001,February,27
Store-053,SH001,March,34
Store-053,SH001,April,30
Store-053,SH001,May,21
Store-053,SH001,June,37
Store-053,SH001,July,28
Store-053,SH001,August,32
Store-053,SH001,September,24
Store-053,SH001,October,20
Store-053,SH001,November,25
Store-053,SH001,December,40
Store-054,SH001,January,73
Store-054,SH001,February,85
Store-054,SH001,March,91
Store-054,SH001,April,82
Store-054,SH001,May,56
Store-054,SH001,June,92
Store-054,SH001,July,74
Store-054,SH001,August,95
Store-054,SH001,September,69
Store-054,SH001,October,68
Store-054,SH001,November,83
Store-054,SH001,December,101
Store-055,SH001,January,113
Store-055,SH001,February,115
Store-055,SH001,March,130
Store-055,SH001,April,100
Store-055,SH001,May,77
Store-055,SH001,June,106
Store-055,SH001,July,96
Store-055,SH001,August,91
Store-055,SH001,September,108
Store-055,SH001,October,105
Store-055,SH001,November,102
Store-055,SH001,December,149
Store-056,SH001,January,97
Store-056,SH001,February,111
Store-056,SH001,March,120
Store-056,SH001,April,87
Store-056,SH001,May,90
Store-056,SH001,June,82
Store-056,SH001,July,92
Store-056,SH001,August,88
Store-056,SH001,September,89
Store-056,SH001,October,66
Store-056,SH001,November,98
Store-056,SH001,December,130
Store-057,SH001,January,30
Store-057,SH001,February,27
Store-057,SH001,March,28
Store-057,SH001,April,26
Store-057,SH001,May,24
Store-057,SH001,June,23
Store-057,SH001,July,19
Store-057,SH001,August,21
Store-057,SH001,September,18
Store-057,SH001,October,18
Store-057,SH001,November,25
Store-057,SH001,December,27
Store-058,SH001,January,25
Store-058,SH001,February,25
Store-058,SH001,March,26
Store-058,SH001,April,23
Store-058,SH001,May,19
Store-058,SH001,June,26
Store-058,SH001,July,23
Store-058,SH001,August,25
Store-058,SH001,September,19
Store-058,SH001,October,16
Store-058,SH001,November,18
Store-058,SH001,December,33
Store-059,SH001,January,51
Store-059,SH001,February,57
Store-059,SH001,March,56
Store-059,SH001,April,49
Store-059,SH001,May,45
Store-059,SH001,June,47
Store-059,SH001,July,47
Store-059,SH001,August,45
Store-059,SH001,September,34
Store-059,SH001,October,42
Store-059,SH001,November,50
Store-059,SH001,December,50
Store-060,SH001,January,23
Store-060,SH001,February,34
Store-060,SH001,March,28
Store-060,SH001,April,25
Store-060,SH001,May,24
Store-060,SH001,June,26
Store-060,SH001,July,26
Store-060,SH001,August,22
Store-060,SH001,September,24
Store-060,SH001,October,24
Store-060,SH001,November,23
Store-060,SH001,December,35
Store-061,SH001,January,56
Store-061,SH001,February,52
Store-061,SH001,March,65
Store-061,SH001,April,39
Store-061,SH001,May,40
Store-061,SH001,June,51
Store-061,SH001,July,53
Store-061,SH001,August,53
Store-061,SH001,September,41
Store-061,SH001,October,47
Store-061,SH001,November,48
Store-061,SH001,December,67
Store-062,SH001,January,67
Store-062,SH001,February,65
Store-062,SH001,March,76
Store-062,SH001,April,69
Store-062,SH001,May,51
Store-062,SH001,June,90
Store-062,SH001,July,53
Store-062,SH001,August,58
Store-062,SH001,September,57
Store-062,SH001,October,48
Store-062,SH001,November,76
Store-062,SH001,December,88
Store-063,SH001,January,59
Store-063,SH001,February,56
Store-063,SH001,March,56
Store-063,SH001,April,47
Store-063,SH001,May,39
Store-063,SH001,June,59
Store-063,SH001,July,50
Store-063,SH001,August,45
Store-063,SH001,September,37
Store-063,SH001,October,42
Store-063,SH001,November,51
Store-063,SH001,December,45
Store-064,SH001,January,87
Store-064,SH001,February,88
Store-064,SH001,March,82
Store-064,SH001,April,51
Store-064,SH001,May,54
Store-064,SH001,June,68
Store-064,SH001,July,61
Store-064,SH001,August,80
Store-064,SH001,September,54
Store-064,SH001,October,55
Store-064,SH001,November,66
Store-064,SH001,December,72
Store-065,SH001,January,31
Store-065,SH001,February,34
Store-065,SH001,March,27
Store-065,SH001,April,19
Store-065,SH001,May,23
Store-065,SH001,June,24
Store-065,SH001,July,27
Store-065,SH001,August,24
Store-065,SH001,September,20
Store-065,SH001,October,24
Store-065,SH001,November,24
Store-065,SH001,December,32
Store-066,SH001,January,68
Store-066,SH001,February,51
Store-066,SH001,March,62
Store-066,SH001,April,40
Store-066,SH001,May,41
Store-066,SH001,June,64
Store-066,SH001,July,46
Store-066,SH001,August,50
Store-066,SH001,September,48
Store-066,SH001,October,45
Store-066,SH001,November,53
Store-066,SH001,December,60
Store-067,SH001,January,115
Store-067,SH001,February,93
Store-067,SH001,March,112
Store-067,SH001,April,96
Store-067,SH001,May,73
Store-067,SH001,June,90
Store-067,SH001,July,95
Store-067,SH001,August,91
Store-067,SH001,September,91
Store-067,SH001,October,78
Store-067,SH001,November,102
Store-067,SH001,December,111
Store-068,SH001,January,120
Store-068,SH001,February,108
Store-068,SH001,March,123
Store-068,SH001,April,70
Store-068,SH001,May,66
Store-068,SH001,June,90
Store-068,SH001,July,79
Store-068,SH001,August,78
Store-068,SH001,September,85
Store-068,SH001,October,80
Store-068,SH001,November,96
Store-068,SH001,December,136
Store-069,SH001,January,115
Store-069,SH001,February,129
Store-069,SH001,March,127
Store-069,SH001,April,92
Store-069,SH001,May,84
Store-069,SH001,June,108
Store-069,SH001,July,99
Store-069,SH001,August,87
Store-069,SH001,September,89
Store-069,SH001,October,76
Store-069,SH001,November,109
Store-069,SH001,December,122
Store-070,SH001,January,13
Store-070,SH001,February,20
Store-070,SH001,March,18
Store-070,SH001,April,12
Store-070,SH001,May,13
Store-070,SH001,June,15
Store-070,SH001,July,14
Store-070,SH001,August,14
Store-070,SH001,September,16
Store-070,SH001,October,14
Store-070,SH001,November,13
Store-070,SH001,December,22
Store-071,SH001,January,67
Store-071,SH001,February,75
Store-071,SH001,March,71
Store-071,SH001,April,43
Store-071,SH001,May,41
Store-071,SH001,June,55
Store-071,SH001,July,62
Store-071,SH001,August,58
Store-071,SH001,September,54
Store-071,SH001,October,54
Store-071,SH001,November,55
Store-071,SH001,December,72
Store-072,SH001,January,35
Store-072,SH001,February,29
Store-072,SH001,March,34
Store-072,SH001,April,21
Store-072,SH001,May,18
Store-072,SH001,June,25
Store-072,SH001,July,28
Store-072,SH001,August,26
Store-072,SH001,September,21
Store-072,SH001,October,21
Store-072,SH001,November,29
Store-072,SH001,December,28
Store-073,SH001,January,38
Store-073,SH001,February,33
Store-073,SH001,March,40
Store-073,SH001,April,29
Store-073,SH001,May,26
Store-073,SH001,June,37
Store-073,SH001,July,35
Store-073,SH001,August,41
Store-073,SH001,September,31
Store-073,SH001,October,34
Store-073,SH001,November,35
Store-073,SH001,December,41
Store-074,SH001,January,94
Store-074,SH001,February,140
Store-074,SH001,March,106
Store-074,SH001,April,85
Store-074,SH001,May,70
Store-074,SH001,June,118
Store-074,SH001,July,88
Store-074,SH001,August,119
Store-074,SH001,September,98
Store-074,SH001,October,94
Store-074,SH001,November,97
Store-074,SH001,December,115
Store-075,SH001,January,80
Store-075,SH001,February,89
Store-075,SH001,March,91
Store-075,SH001,April,64
Store-075,SH001,May,82
Store-075,SH001,June,118
Store-075,SH001,July,91
Store-075,SH001,August,82
Store-075,SH001,September,83
Store-075,SH001,October,64
Store-075,SH001,November,69
Store-075,SH001,December,102
Store-076,SH001,January,105
Store-076,SH001,February,108
Store-076,SH001,March,103
Store-076,SH001,April,85
Store-076,SH001,May,70
Store-076,SH001,June,105
Store-076,SH001,July,64
Store-076,SH001,August,69
Store-076,SH001,September,65
Store-076,SH001,October,62
Store-076,SH001,November,83
Store-076,SH001,December,98
Store-077,SH001,January,119
Store-077,SH001,February,137
Store-077,SH001,March,123
Store-077,SH001,April,108
Store-077,SH001,May,86
Store-077,SH001,June,137
Store-077,SH001,July,110
Store-077,SH001,August,102
Store-077,SH001,September,99
Store-077,SH001,October,78
Store-077,SH001,November,84
Store-077,SH001,December,143
Store-078,SH001,January,101
Store-078,SH001,February,122
Store-078,SH001,March,125
Store-078,SH001,April,80
Store-078,SH001,May,85
Store-078,SH001,June,125
Store-078,SH001,July,104
Store-078,SH001,August,89
Store-078,SH001,September,88
Store-078,SH001,October,71
Store-078,SH001,November,105
Store-078,SH001,December,139
Store-079,SH001,January,58
Store-079,SH001,February,59
Store-079,SH001,March,65
Store-079,SH001,April,45
Store-079,SH001,May,53
Store-079,SH001,June,67
Store-079,SH001,July,53
Store-079,SH001,August,63
Store-079,SH001,September,55
Store-079,SH001,October,56
Store-079,SH001,November,58
Store-079,SH001,December,70
Store-080,SH001,January,59
Store-080,SH001,February,56
Store-080,SH001,March,60
Store-080,SH001,April,48
Store-080,SH001,May,35
Store-080,SH001,June,47
Store-080,SH001,July,54
Store-080,SH001,August,63
Store-080,SH001,September,48
Store-080,SH001,October,46
Store-080,SH001,November,42
Store-080,SH001,December,76
Store-081,SH001,January,42
Store-081,SH001,February,43
Store-081,SH001,March,42
Store-081,SH001,April,25
Store-081,SH001,May,28
Store-081,SH001,June,44
Store-081,SH001,July,31
Store-081,SH001,August,38
Store-081,SH001,September,27
Store-081,SH001,October,29
Store-081,SH001,November,28
Store-081,SH001,December,49
Store-082,SH001,January,17
Store-082,SH001,February,18
Store-082,SH001,March,24
Store-082,SH001,April,16
Store-082,SH001,May,17
Store-082,SH001,June,17
Store-082,SH001,July,20
Store-082,SH001,August,20
Store-082,SH001,September,17
Store-082,SH001,October,14
Store-082,SH001,November,19
Store-082,SH001,December,20
Store-083,SH001,January,32
Store-083,SH001,February,41
Store-083,SH001,March,42
Store-083,SH001,April,32
Store-083,SH001,May,25
Store-083,SH001,June,36
Store-083,SH001,July,36
Store-083,SH001,August,33
Store-083,SH001,September,29
Store-083,SH001,October,23
Store-083,SH001,November,27
Store-083,SH001,December,40
Store-084,SH001,January,45
Store-084,SH001,February,42
Store-084,SH001,March,60
Store-084,SH001,April,42
Store-084,SH001,May,37
Store-084,SH001,June,42
Store-084,SH001,July,40
Store-084,SH001,August,50
Store-084,SH001,September,34
Store-084,SH001,October,40
Store-084,SH001,November,32
Store-084,SH001,December,43
Store-085,SH001,January,29
Store-085,SH001,February,34
Store-085,SH001,March,34
Store-085,SH001,April,21
Store-085,SH001,May,22
Store-085,SH001,June,23
Store-085,SH001,July,24
Store-085,SH001,August,29
Store-085,SH001,September,19
Store-085,SH001,October,22
Store-085,SH001,November,29
Store-085,SH001,December,31
Store-086,SH001,January,18
Store-086,SH001,February,14
Store-086,SH001,March,18
Store-086,SH001,April,11
Store-086,SH001,May,11
Store-086,SH001,June,17
Store-086,SH001,July,13
Store-086,SH001,August,15
Store-086,SH001,September,15
Store-086,SH001,October,11
Store-086,SH001,November,11
Store-086,SH001,December,19
Store-087,SH001,January,31
Store-087,SH001,February,33
Store-087,SH001,March,41
Store-087,SH001,April,24
Store-087,SH001,May,21
Store-087,SH001,June,35
Store-087,SH001,July,29
Store-087,SH001,August,35
Store-087,SH001,September,23
Store-087,SH001,October,25
Store-087,SH001,November,27
Store-087,SH001,December,43
Store-088,SH001,January,108
Store-088,SH001,February,97
Store-088,SH001,March,120
Store-088,SH001,April,72
Store-088,SH001,May,78
Store-088,SH001,June,89
Store-088,SH001,July,76
Store-088,SH001,August,98
Store-088,SH001,September,89
Store-088,SH001,October,83
Store-088,SH001,November,97
Store-088,SH001,December,107
Store-089,SH001,January,61
Store-089,SH001,February,77
Store-089,SH001,March,59
Store-089,SH001,April,45
Store-089,SH001,May,44
Store-089,SH001,June,63
Store-089,SH001,July,42
Store-089,SH001,August,49
Store-089,SH001,September,41
Store-089,SH001,October,39
Store-089,SH001,November,51
Store-089,SH001,December,75
Store-090,SH001,January,79
Store-090,SH001,February,87
Store-090,SH001,March,85
Store-090,SH001,April,71
Store-090,SH001,May,70
Store-090,SH001,June,88
